CityName,StateCode,StateName,Latitude,Longitude, Population ,TimezoneCode
Fairmont,WA,Washington,47.902,-122.2543,,P
East Port Orchard,WA,Washington,47.5193,-122.6183,,P
North Omak,WA,Washington,48.444,-119.4459,,P
East Farms,WA,Washington,47.7074,-117.0524,,P
Eschbach,WA,Washington,46.667,-120.6337,,P
Chattaroy,WA,Washington,47.8896,-117.3577,,P
Inchelium,WA,Washington,48.3378,-118.2372,,P
Maxwelton,WA,Washington,47.9373,-122.4443,,P
White Center,WA,Washington,47.5086,-122.348,,P
McMillin,WA,Washington,47.1286,-122.2374,,P
La Grande,WA,Washington,46.8199,-122.2962,,P
Cromwell,WA,Washington,47.2743,-122.6224,,P
Berrydale,WA,Washington,47.3398,-122.1279,,P
Urban,WA,Washington,48.6179,-122.6921,,P
Maplewood,WA,Washington,47.3715,-122.5689,,P
Marys Corner,WA,Washington,46.5471,-122.8226,,P
Cove,WA,Washington,47.452,-122.5079,,P
Chico,WA,Washington,47.6234,-122.7198,,P
Maple Falls,WA,Washington,48.9135,-122.1049,,P
Colvos,WA,Washington,47.4762,-122.4907,,P
Ames Lake,WA,Washington,47.6346,-121.9664,,P
Ellisforde,WA,Washington,48.7899,-119.4012,,P
Pine Lake,WA,Washington,47.5787,-122.0462,,P
Tampico,WA,Washington,46.5325,-120.8727,,P
Usk,WA,Washington,48.3138,-117.2797,,P
Eureka,WA,Washington,46.3032,-118.6167,,P
Cherry Grove,WA,Washington,45.8021,-122.5764,,P
La Push,WA,Washington,47.9087,-124.6366,,P
Lake Ketchum,WA,Washington,48.282,-122.348,,P
Arletta,WA,Washington,47.2901,-122.6676,,P
Opportunity,WA,Washington,47.6574,-117.2399,,P
Glenoma,WA,Washington,46.5146,-122.1601,,P
Curlew,WA,Washington,48.8777,-118.6045,,P
Midland,WA,Washington,47.1734,-122.412,,P
Adna,WA,Washington,46.629,-123.0612,,P
Tracyton,WA,Washington,47.6095,-122.6533,,P
Koontzville,WA,Washington,48.0157,-118.9472,,P
Fruitland,WA,Washington,48.071,-118.1989,,P
Mohler,WA,Washington,47.4049,-118.3291,,P
East Renton Highlands,WA,Washington,47.4718,-122.0854,,P
Long Lake,WA,Washington,47.836,-117.8488,,P
Wauna,WA,Washington,47.3861,-122.6693,,P
Liberty,WA,Washington,47.2537,-120.6654,,P
Mirrormont,WA,Washington,47.4616,-121.9936,,P
Parkwood,WA,Washington,47.5265,-122.5986,,P
Jamestown,WA,Washington,48.1229,-123.0911,,P
Wallula,WA,Washington,46.0847,-118.9056,,P
Nighthawk,WA,Washington,48.9665,-119.642,,P
Eldon,WA,Washington,47.5454,-123.046,,P
Ryderwood,WA,Washington,46.3749,-123.0441,,P
Manchester,WA,Washington,47.5519,-122.5517,,P
Vashon Heights,WA,Washington,47.5057,-122.4654,,P
Salmon Creek,WA,Washington,45.7099,-122.6632,,P
Vantage,WA,Washington,46.9453,-119.9923,,P
Silver Firs,WA,Washington,47.8635,-122.1497,,P
Plaza,WA,Washington,47.3202,-117.3838,,P
Machias,WA,Washington,47.9917,-122.0515,,P
Neah Bay,WA,Washington,48.3612,-124.6115,,P
Malo,WA,Washington,48.7998,-118.6119,,P
Marlin,WA,Washington,47.4074,-118.985,,P
North Yelm,WA,Washington,46.9647,-122.6028,,P
Outlook,WA,Washington,46.3311,-120.0923,,P
Clinton,WA,Washington,47.9731,-122.3577,,P
Evans,WA,Washington,48.7135,-118.0253,,P
Browns Point,WA,Washington,47.3036,-122.4369,,P
North Marysville,WA,Washington,48.1112,-122.1459,,P
Beaver Valley,WA,Washington,47.9259,-122.7302,,P
Ahtanum,WA,Washington,46.5581,-120.6099,,P
Hyak,WA,Washington,47.3929,-121.3929,,P
Arlington Heights,WA,Washington,48.2119,-122.0631,,P
North Sultan,WA,Washington,47.8827,-121.8251,,P
Wymer,WA,Washington,46.826,-120.4598,,P
Adelaide,WA,Washington,47.3309,-122.3604,,P
Peaceful Valley,WA,Washington,48.9477,-122.1406,,P
Fife Heights,WA,Washington,47.2593,-122.3457,,P
Manson,WA,Washington,47.8858,-120.1563,,P
Redondo,WA,Washington,47.3484,-122.3235,,P
Waller,WA,Washington,47.2035,-122.3699,,P
Addy,WA,Washington,48.3588,-117.8372,,P
Matlock,WA,Washington,47.2379,-123.4079,,P
Longbranch,WA,Washington,47.2257,-122.7739,,P
Palmer,WA,Washington,47.3143,-121.8923,,P
Skyway,WA,Washington,47.4915,-122.2543,,P
Nine Mile Falls,WA,Washington,47.7757,-117.5461,,P
Cavalero Corner,WA,Washington,47.9782,-122.1349,,P
Lilliwaup,WA,Washington,47.4634,-123.1143,,P
Sheridan Beach,WA,Washington,47.7448,-122.2882,,P
Emden,WA,Washington,47.1046,-118.1227,,P
Markham,WA,Washington,46.9155,-123.9814,,P
Eltopia,WA,Washington,46.4587,-119.0172,,P
Greenwater,WA,Washington,47.1465,-121.632,,P
Copalis Beach,WA,Washington,47.1205,-124.1722,,P
Roosevelt,WA,Washington,47.8923,-122.0123,,P
Summit,WA,Washington,47.1694,-122.3628,,P
Ohop,WA,Washington,46.9457,-122.1907,,P
Beverly,WA,Washington,46.8368,-119.9331,,P
Lake Roesiger,WA,Washington,47.9839,-121.9129,,P
Fern Prairie,WA,Washington,45.637,-122.3963,,P
Gifford,WA,Washington,48.3063,-118.1464,,P
Burton,WA,Washington,47.389,-122.4607,,P
Kewa,WA,Washington,48.201,-118.2786,,P
Carrolls,WA,Washington,46.0715,-122.8623,,P
Bayne,WA,Washington,47.2951,-121.9096,,P
East Cathlamet,WA,Washington,46.1968,-123.358,,P
Purdy,WA,Washington,47.3938,-122.6114,,P
Kapowsin,WA,Washington,46.9727,-122.2272,,P
Ketron,WA,Washington,47.1569,-122.6343,,P
Lincoln,WA,Washington,47.829,-118.415,,P
Clear Lake,WA,Washington,48.4561,-122.2378,,P
Ardenvoir,WA,Washington,47.7373,-120.369,,P
Ellisport,WA,Washington,47.4204,-122.4354,,P
Danville,WA,Washington,48.9938,-118.5068,,P
Hazelwood,WA,Washington,47.5509,-122.1915,,P
Holly,WA,Washington,47.5576,-122.9785,,P
Valley,WA,Washington,48.173,-117.7245,,P
Rice,WA,Washington,48.4288,-118.1703,,P
Marengo,WA,Washington,47.0257,-118.1886,,P
Virginia,WA,Washington,47.7073,-122.6374,,P
North City,WA,Washington,47.7557,-122.3135,,P
Hazel Dell,WA,Washington,45.6797,-122.6553,,P
Randle,WA,Washington,46.5351,-121.957,,P
Snoqualmie Pass,WA,Washington,47.4014,-121.411,,P
Bangor,WA,Washington,47.7209,-122.746,,P
Thorp,WA,Washington,47.0655,-120.6709,,P
Tahlequah,WA,Washington,47.3326,-122.5073,,P
Dalkena,WA,Washington,48.2449,-117.2377,,P
Leland,WA,Washington,47.8918,-122.8866,,P
Fruitvale,WA,Washington,46.6179,-120.5531,,P
Port Hadlock,WA,Washington,48.0318,-122.7582,,P
Deep River,WA,Washington,46.3521,-123.6984,,P
Elberton,WA,Washington,46.9813,-117.2213,,P
Kingston,WA,Washington,47.8014,-122.4989,,P
Silverton,WA,Washington,48.0784,-121.5671,,P
Donald,WA,Washington,46.4737,-120.3923,,P
Miles,WA,Washington,47.9107,-118.2925,,P
Joyce,WA,Washington,48.1365,-123.7341,,P
Eagledale,WA,Washington,47.6143,-122.5154,,P
Port Ludlow,WA,Washington,47.9101,-122.7006,,P
Loomis,WA,Washington,48.8235,-119.6398,,P
New London,WA,Washington,47.0573,-123.9271,,P
Desert Aire,WA,Washington,46.6873,-119.9311,,P
Cedonia,WA,Washington,48.1538,-118.1692,,P
Union,WA,Washington,47.3475,-123.0952,,P
Suquamish,WA,Washington,47.7237,-122.583,,P
Deep Creek,WA,Washington,47.6429,-117.7122,,P
Yoman,WA,Washington,47.1865,-122.7062,,P
Cordell,WA,Washington,48.8665,-119.412,,P
Hay,WA,Washington,46.6788,-117.9158,,P
Boise,WA,Washington,47.1804,-122.0157,,P
Ridgecrest,WA,Washington,47.7473,-122.3179,,P
Freeman,WA,Washington,47.5182,-117.1958,,P
Dallesport,WA,Washington,45.6316,-121.1749,,P
Sisco Heights,WA,Washington,48.1188,-122.1076,,P
Lewisville,WA,Washington,45.8127,-122.5144,,P
Kennard Corner,WA,Washington,47.8201,-122.2076,,P
Benge,WA,Washington,46.9093,-118.1025,,P
Lost Creek,WA,Washington,48.6094,-117.3636,,P
Moxee City,WA,Washington,46.5537,-120.3831,,P
Hockinson,WA,Washington,45.7301,-122.4833,,P
Mabana,WA,Washington,48.0945,-122.4151,,P
Kangley,WA,Washington,47.3618,-121.8801,,P
Clallam Bay,WA,Washington,48.2536,-124.2579,,P
Enetai,WA,Washington,47.5885,-122.6058,,P
Clearview,WA,Washington,47.8292,-122.1452,,P
Sahalee,WA,Washington,47.6348,-122.0554,,P
Midway,WA,Washington,47.3048,-122.5896,,P
Newport Hills,WA,Washington,47.5409,-122.1765,,P
Upper Mill,WA,Washington,47.1934,-121.9271,,P
Upper Preston,WA,Washington,47.5051,-121.9076,,P
Nordland,WA,Washington,48.0509,-122.691,,P
Tyler,WA,Washington,47.436,-117.7835,,P
Camden,WA,Washington,48.0474,-117.2399,,P
Palisades,WA,Washington,47.419,-119.9145,,P
Rockport,WA,Washington,48.4854,-121.6065,,P
Preston,WA,Washington,47.5237,-121.9271,,P
Rochester,WA,Washington,46.8288,-123.0722,,P
Harbour Pointe,WA,Washington,47.8857,-122.3051,,P
Wellpinit,WA,Washington,47.8879,-117.988,,P
Glacier,WA,Washington,48.8902,-121.9323,,P
Eastsound,WA,Washington,48.6968,-122.9055,,P
Central Park,WA,Washington,46.9705,-123.7018,,P
Lake Shore,WA,Washington,45.6911,-122.6911,,P
Houghton,WA,Washington,47.6609,-122.206,,P
Lester,WA,Washington,47.2093,-121.494,,P
Mineral,WA,Washington,46.7193,-122.1859,,P
Lake Stickney,WA,Washington,47.8709,-122.2596,,P
Acme,WA,Washington,48.7146,-122.2293,,P
Oyehut,WA,Washington,47.0232,-124.1631,,P
Fobes Hill,WA,Washington,47.9391,-122.1341,,P
Rosario,WA,Washington,48.6487,-122.876,,P
Fox Island,WA,Washington,47.2475,-122.6255,,P
Canyon Park,WA,Washington,47.7909,-122.1926,,P
High Rock,WA,Washington,47.8129,-121.9826,,P
Erlands Point,WA,Washington,47.5998,-122.6929,,P
Gorst,WA,Washington,47.5237,-122.7057,,P
Johnson,WA,Washington,46.6316,-117.1379,,P
Alderton,WA,Washington,47.1718,-122.2192,,P
Dusty,WA,Washington,46.8102,-117.6519,,P
Bay Center,WA,Washington,46.6211,-123.9533,,P
Mazama,WA,Washington,48.5921,-120.404,,P
Selleck,WA,Washington,47.3757,-121.8684,,P
Amanda Park,WA,Washington,47.4532,-123.9194,,P
Doris,WA,Washington,46.8676,-120.0098,,P
Sunnydale,WA,Washington,47.4632,-122.3337,,P
Van Zandt,WA,Washington,48.789,-122.1918,,P
McDonald,WA,Washington,47.0713,-119.2156,,P
Moclips,WA,Washington,47.2348,-124.2025,,P
Ocean Park,WA,Washington,46.4961,-124.0443,,P
West Valley,WA,Washington,46.5921,-120.6051,,P
Thompson Place,WA,Washington,47.0554,-122.7835,,P
Dungeness,WA,Washington,48.1468,-123.1232,,P
Birch Bay,WA,Washington,48.923,-122.7543,,P
Stratford,WA,Washington,47.4268,-119.2816,,P
Barberton,WA,Washington,45.7136,-122.6114,,P
Almota,WA,Washington,46.7029,-117.4694,,P
Skamokawa,WA,Washington,46.2704,-123.4571,,P
Swinomish Village,WA,Washington,48.4082,-122.5113,,P
Methow,WA,Washington,48.1289,-120.0056,,P
Bay View,WA,Washington,48.487,-122.4628,,P
Newaukum,WA,Washington,47.2573,-122.1018,,P
Kalaloch,WA,Washington,47.6045,-124.3724,,P
Meadow Glade,WA,Washington,45.7524,-122.5614,,P
Disautel,WA,Washington,48.345,-119.2299,,P
Copalis Crossing,WA,Washington,47.1079,-124.0693,,P
Burley,WA,Washington,47.4166,-122.6377,,P
Bethel,WA,Washington,47.4874,-122.6175,,P
Grisdale,WA,Washington,47.357,-123.6124,,P
South Hill,WA,Washington,47.1203,-122.2848,,P
Island View,WA,Washington,46.2393,-119.2233,,P
Winona,WA,Washington,46.9457,-117.8005,,P
Leadpoint,WA,Washington,48.9094,-117.5875,,P
Brooklyn,WA,Washington,46.7762,-123.5099,,P
Esperance,WA,Washington,47.7937,-122.3469,,P
Cedar Mountain,WA,Washington,47.4482,-122.0732,,P
Littlerock,WA,Washington,46.9018,-123.0179,,P
Trentwood,WA,Washington,47.6966,-117.2108,,P
Klickitat,WA,Washington,45.818,-121.1626,,P
Cinebar,WA,Washington,46.6043,-122.5318,,P
San de Fuca,WA,Washington,48.2351,-122.7232,,P
Richardson,WA,Washington,48.4515,-122.8988,,P
Cliffdell,WA,Washington,46.9213,-121.042,,P
Fall City,WA,Washington,47.5717,-121.9134,,P
Dockton,WA,Washington,47.3718,-122.4593,,P
Conway,WA,Washington,48.3356,-122.3444,,P
Marshall,WA,Washington,47.5649,-117.4994,,P
Canterwood,WA,Washington,47.3766,-122.6022,,P
Lexington,WA,Washington,46.1873,-122.9054,,P
Country Homes,WA,Washington,47.7478,-117.4196,,P
Altoona,WA,Washington,46.2699,-123.6144,,P
Waldron,WA,Washington,48.6876,-123.0369,,P
Chesaw,WA,Washington,48.946,-119.0514,,P
Sunnyslope,WA,Washington,47.5045,-122.729,,P
Olympic View,WA,Washington,47.694,-122.7404,,P
Hood,WA,Washington,45.7248,-121.5581,,P
Elbe,WA,Washington,46.7652,-122.1946,,P
Venice,WA,Washington,47.667,-122.5799,,P
Cumberland,WA,Washington,47.2829,-121.9271,,P
Ostrander,WA,Washington,46.1926,-122.8921,,P
Cohassett Beach,WA,Washington,46.8655,-124.1053,,P
Deming,WA,Washington,48.8381,-122.2313,,P
Sekiu,WA,Washington,48.2637,-124.3012,,P
Terrace Heights,WA,Washington,46.6024,-120.4482,,P
Nemah,WA,Washington,46.512,-123.886,,P
Neilton,WA,Washington,47.4031,-123.8782,,P
Grays River,WA,Washington,46.3608,-123.589,,P
Ashford,WA,Washington,46.7537,-122.0113,,P
Boistfort,WA,Washington,46.5351,-123.1337,,P
Shore Acres,WA,Washington,47.3104,-122.5715,,P
South Broadway,WA,Washington,46.5662,-120.5167,,P
Edwall,WA,Washington,47.5046,-117.9511,,P
Georgetown,WA,Washington,47.3576,-121.9737,,P
Maryhill,WA,Washington,45.6928,-120.807,,P
Huntsville,WA,Washington,46.2871,-118.1072,,P
Greenbank,WA,Washington,48.0982,-122.5729,,P
Murphys Corner,WA,Washington,47.8782,-122.2068,,P
Tokeland,WA,Washington,46.709,-123.984,,P
Felida,WA,Washington,45.7138,-122.7103,,P
Fairview,WA,Washington,47.6215,-122.6685,,P
River Road,WA,Washington,48.0677,-123.1276,,P
Seattle Heights,WA,Washington,47.8104,-122.324,,P
Strandell,WA,Washington,48.9121,-122.3582,,P
Key Center,WA,Washington,47.3376,-122.7506,,P
Hanford,WA,Washington,46.5837,-119.3878,,P
Grand Mound,WA,Washington,46.8053,-123.0119,,P
Taholah,WA,Washington,47.3283,-124.2728,,P
Port Blakely,WA,Washington,47.5973,-122.5101,,P
Malone,WA,Washington,46.9779,-123.3035,,P
Boston Harbor,WA,Washington,47.1384,-122.901,,P
Menlo,WA,Washington,46.6215,-123.6471,,P
Azwell,WA,Washington,47.9371,-119.8765,,P
Glendale,WA,Washington,47.9395,-122.3585,,P
Sawyer,WA,Washington,46.4565,-120.3614,,P
Spanaway,WA,Washington,47.0979,-122.4233,,P
Big Lake,WA,Washington,48.3933,-122.2422,,P
Smyrna,WA,Washington,46.8393,-119.6623,,P
Carlton,WA,Washington,48.2482,-120.1162,,P
Monitor,WA,Washington,47.4868,-120.4181,,P
Lucerne,WA,Washington,48.2024,-120.5912,,P
Carlisle,WA,Washington,47.1548,-124.0985,,P
Breidablick,WA,Washington,47.802,-122.6493,,P
Parkland,WA,Washington,47.1417,-122.4376,,P
Veradale,WA,Washington,47.6568,-117.1963,,P
Kummer,WA,Washington,47.2868,-122.0212,,P
Boyds,WA,Washington,48.7244,-118.1322,,P
Larimers Corner,WA,Washington,47.8918,-122.1446,,P
Porter,WA,Washington,46.9489,-123.2736,,P
Lisabeula,WA,Washington,47.4073,-122.5176,,P
Lake Cavanaugh,WA,Washington,48.3225,-122.0121,,P
Custer,WA,Washington,48.9143,-122.6397,,P
Orcas,WA,Washington,48.5979,-122.9446,,P
Diablo,WA,Washington,48.7135,-121.1412,,P
Christopher,WA,Washington,47.334,-122.2321,,P
Midvale Corner,WA,Washington,47.9926,-122.4176,,P
Three Lakes,WA,Washington,47.942,-121.9924,,P
Kendall,WA,Washington,48.9167,-122.1382,,P
Kanaskat,WA,Washington,47.3204,-121.8937,,P
Schrag,WA,Washington,47.0732,-118.8542,,P
Nile,WA,Washington,46.8368,-120.9455,,P
Alderwood Manor,WA,Washington,47.8146,-122.2677,,P
Clarkston Heights,WA,Washington,46.3963,-117.0824,,P
Pacific Beach,WA,Washington,47.215,-124.1967,,P
Chimacum,WA,Washington,48.0109,-122.7688,,P
Naselle,WA,Washington,46.365,-123.8013,,P
Grotto,WA,Washington,47.7362,-121.4234,,P
Sunrise Beach,WA,Washington,47.3234,-122.6979,,P
Pine City,WA,Washington,47.2024,-117.5244,,P
Belmont,WA,Washington,47.0879,-117.1624,,P
Seabeck,WA,Washington,47.6437,-122.8219,,P
Otis Orchards,WA,Washington,47.7005,-117.1063,,P
West Pasco,WA,Washington,46.2497,-119.1684,,P
Badger,WA,Washington,46.2001,-119.3595,,P
Ravensdale,WA,Washington,47.3563,-121.9692,,P
Rollingbay,WA,Washington,47.6645,-122.5101,,P
Rocky Point,WA,Washington,47.5875,-122.6665,,P
Garrett,WA,Washington,46.0633,-118.3876,,P
Grayland,WA,Washington,46.8304,-124.0898,,P
Gilberton,WA,Washington,47.639,-122.6049,,P
Withrow,WA,Washington,47.7049,-119.8087,,P
Ayer,WA,Washington,46.5963,-118.3483,,P
Sudden Valley,WA,Washington,48.7199,-122.3468,,P
Meridian,WA,Washington,47.6695,-122.3304,,P
Aberdeen Gardens,WA,Washington,47.0587,-123.7791,,P
Possession,WA,Washington,47.9176,-122.3762,,P
Bickleton,WA,Washington,46.0056,-120.3081,,P
Doty,WA,Washington,46.6345,-123.2776,,P
Newman Lake,WA,Washington,47.7768,-117.0949,,P
Freeland,WA,Washington,48.0185,-122.5358,,P
Indianola,WA,Washington,47.7566,-122.5142,,P
Cowiche,WA,Washington,46.6729,-120.7154,,P
Husum,WA,Washington,45.7993,-121.487,,P
Alderdale,WA,Washington,45.8349,-119.9209,,P
Lamona,WA,Washington,47.3593,-118.4825,,P
Skokomish,WA,Washington,47.3298,-123.1579,,P
Vaughn,WA,Washington,47.355,-122.7773,,P
Ruby,WA,Washington,48.5221,-117.2991,,P
Bryant,WA,Washington,48.24,-122.1638,,P
Coalfield,WA,Washington,47.5026,-122.1218,,P
Swede Heaven,WA,Washington,48.2829,-121.7136,,P
Brady,WA,Washington,47.0064,-123.5321,,P
Spring Glen,WA,Washington,47.5612,-121.8615,,P
Hoodsport,WA,Washington,47.402,-123.1542,,P
Tanglewilde,WA,Washington,47.0512,-122.7809,,P
Bow,WA,Washington,48.5618,-122.3982,,P
Carlsborg,WA,Washington,48.0842,-123.1697,,P
North Lynnwood,WA,Washington,47.8533,-122.2762,,P
Cedar Falls,WA,Washington,47.4254,-121.7768,,P
Brownsville,WA,Washington,47.6557,-122.6165,,P
Amber,WA,Washington,47.3518,-117.7116,,P
Zenith,WA,Washington,47.3865,-122.3232,,P
Goodnoe Hills,WA,Washington,45.7512,-120.4803,,P
Olalla,WA,Washington,47.4293,-122.5457,,P
Basin City,WA,Washington,46.5891,-119.1567,,P
Orchards,WA,Washington,45.6888,-122.5305,,P
Mead,WA,Washington,47.7795,-117.35,,P
Manzanita,WA,Washington,47.6762,-122.5596,,P
Touchet,WA,Washington,46.0412,-118.6724,,P
Baring,WA,Washington,47.7661,-121.4803,,P
Sappho,WA,Washington,48.0701,-124.2794,,P
Hunters,WA,Washington,48.1168,-118.2019,,P
Gleed,WA,Washington,46.6594,-120.6025,,P
Torboy,WA,Washington,48.6772,-118.6689,,P
Willapa,WA,Washington,46.6755,-123.6648,,P
Finley,WA,Washington,46.1697,-119.0446,,P
Picnic Point,WA,Washington,47.8745,-122.3079,,P
Aeneas,WA,Washington,48.5474,-118.9786,,P
Cedarhurst,WA,Washington,47.482,-122.4793,,P
Four Lakes,WA,Washington,47.5582,-117.5891,,P
Port Madison,WA,Washington,47.7026,-122.5243,,P
Wheeler,WA,Washington,47.1307,-119.172,,P
Lebam,WA,Washington,46.5641,-123.551,,P
Marrowstone,WA,Washington,48.0568,-122.6933,,P
North Puyallup,WA,Washington,47.2015,-122.2742,,P
Five Corners,WA,Washington,45.6882,-122.574,,P
Graham,WA,Washington,47.0407,-122.2757,,P
Longview Heights,WA,Washington,46.1796,-122.9577,,P
Hobart,WA,Washington,47.412,-121.996,,P
Point Roberts,WA,Washington,48.9883,-123.0576,,P
Town and Country,WA,Washington,47.7259,-117.4221,,P
Lake Hills,WA,Washington,47.6134,-122.1215,,P
Rosedale,WA,Washington,47.3453,-122.6376,,P
Irondale,WA,Washington,48.042,-122.7727,,P
Dishman,WA,Washington,47.6568,-117.2833,,P
Bayview,WA,Washington,47.2795,-122.6057,,P
Lochsloy,WA,Washington,48.0597,-122.0411,,P
Brinnon,WA,Washington,47.669,-122.9248,,P
Seahurst,WA,Washington,47.4693,-122.3621,,P
Dixie,WA,Washington,46.1392,-118.148,,P
Eastgate,WA,Washington,47.5727,-122.1458,,P
Blockhouse,WA,Washington,45.8396,-120.9376,,P
Buena,WA,Washington,46.4299,-120.3176,,P
Grapeview,WA,Washington,47.3316,-122.8413,,P
Startup,WA,Washington,47.8671,-121.7495,,P
Hayford,WA,Washington,47.6063,-117.5638,,P
Bell Hill,WA,Washington,48.055,-123.087,,P
Southworth,WA,Washington,47.5126,-122.5298,,P
Milan,WA,Washington,47.9668,-117.3316,,P
Lake Goodwin,WA,Washington,48.1387,-122.2804,,P
McMurray,WA,Washington,48.3162,-122.2354,,P
Portage,WA,Washington,47.4073,-122.4376,,P
Lake Bosworth,WA,Washington,48.0532,-121.9812,,P
Fords Prairie,WA,Washington,46.7461,-123.0029,,P
Longmire,WA,Washington,46.7498,-121.8126,,P
Carson,WA,Washington,45.7353,-121.8219,,P
Mount Vista,WA,Washington,45.7373,-122.6315,,P
Chelan Falls,WA,Washington,47.7994,-119.9883,,P
Espanola,WA,Washington,47.6032,-117.7416,,P
Summitview,WA,Washington,46.598,-120.6514,,P
Geneva,WA,Washington,48.7461,-122.4064,,P
Queets,WA,Washington,47.5314,-124.3385,,P
Wollochet,WA,Washington,47.2828,-122.5769,,P
Ruff,WA,Washington,47.1696,-118.9983,,P
Ewan,WA,Washington,47.1168,-117.7349,,P
Glenwood,WA,Washington,46.0227,-121.2926,,P
Riverbend,WA,Washington,47.4651,-121.7491,,P
Trout Lake,WA,Washington,45.9975,-121.529,,P
Hansville,WA,Washington,47.8978,-122.5579,,P
Wickersham,WA,Washington,48.6551,-122.2129,,P
Oysterville,WA,Washington,46.549,-124.0282,,P
Melbourne,WA,Washington,46.9454,-123.626,,P
Plymouth,WA,Washington,45.9346,-119.3503,,P
Satsop,WA,Washington,47.0223,-123.4737,,P
Merritt,WA,Washington,47.781,-120.8432,,P
Peshastin,WA,Washington,47.5707,-120.604,,P
Marble,WA,Washington,48.8491,-117.9017,,P
South Snohomish,WA,Washington,47.899,-122.109,,P
Richmond Highlands,WA,Washington,47.7612,-122.3462,,P
Nisqually,WA,Washington,47.0565,-122.7012,,P
Tillicum,WA,Washington,47.1234,-122.5571,,P
Anatone,WA,Washington,46.1349,-117.1324,,P
Tulalip,WA,Washington,48.0684,-122.2918,,P
Orient,WA,Washington,48.8637,-118.2059,,P
Dieringer,WA,Washington,47.2407,-122.2251,,P
Frederickson,WA,Washington,47.0914,-122.3594,,P
Keller,WA,Washington,48.0852,-118.7165,,P
Marblemount,WA,Washington,48.5378,-121.4346,,P
Turner,WA,Washington,46.4124,-117.8547,,P
Silvana,WA,Washington,48.2018,-122.246,,P
Burney,CA,California,40.8846,-121.6691,,P
Kensington,CA,California,37.9084,-122.2805,,P
Upper Lake,CA,California,39.1653,-122.9052,,P
Leggett,CA,California,39.8635,-123.7253,,P
Fieldbrook,CA,California,40.9722,-124.025,,P
Thermalito,CA,California,39.4908,-121.615,,P
Honda,CA,California,34.6155,-120.6335,,P
Knights Landing,CA,California,38.7979,-121.7176,,P
Big Oak Flat,CA,California,37.8235,-120.2582,,P
Guerneville,CA,California,38.5137,-122.9894,,P
Waterloo,CA,California,38.0365,-121.1846,,P
Montrose,CA,California,34.2064,-118.2242,,P
Bella Vista,CA,California,40.6502,-122.245,,P
